Date,History Adj Close,Daily New Cases,Volume,Adj Close
2011-06-29 00:00:00,194.160004,0,3825300,204.179993
2011-06-30 00:00:00,192.550003,0,4608900,204.490005
2011-07-01 00:00:00,201.25,0,4448100,209.490005
2011-07-05 00:00:00,202.350006,0,4008700,213.190002
2011-07-06 00:00:00,204.179993,0,3585200,214.190002
2011-07-07 00:00:00,204.490005,0,2607600,216.740005
2011-07-08 00:00:00,209.490005,0,3144900,218.279999
2011-07-11 00:00:00,213.190002,0,3707900,212.550003
2011-07-12 00:00:00,214.190002,0,4033700,211.229996
2011-07-13 00:00:00,216.740005,0,3985700,213.5
2011-07-14 00:00:00,218.279999,0,4229900,210.380005
2011-07-15 00:00:00,212.550003,0,3902500,212.869995
2011-07-18 00:00:00,211.229996,0,4072600,211.529999
2011-07-19 00:00:00,213.5,0,2898100,218.059998
2011-07-20 00:00:00,210.380005,0,4437200,215.550003
2011-07-21 00:00:00,212.869995,0,3372900,213.210007
2011-07-22 00:00:00,211.529999,0,4545300,216.520004
2011-07-25 00:00:00,218.059998,0,3591700,213.490005
2011-07-26 00:00:00,215.550003,0,3342800,214.179993
2011-07-27 00:00:00,213.210007,0,9863600,222.520004
2011-07-28 00:00:00,216.520004,0,12955600,223.899994
2011-07-29 00:00:00,213.490005,0,5354900,222.520004
2011-08-01 00:00:00,214.179993,0,5167700,221.320007
2011-08-02 00:00:00,222.520004,0,5789300,211.699997
2011-08-03 00:00:00,223.899994,0,6586700,209.960007
2011-08-04 00:00:00,222.520004,0,8197100,201.479996
2011-08-05 00:00:00,221.320007,0,6579500,202.699997
2011-08-08 00:00:00,211.699997,0,10024000,193.699997
2011-08-09 00:00:00,209.960007,0,10427500,205.089996
2011-08-10 00:00:00,201.479996,0,10491200,194.130005
2011-08-11 00:00:00,202.699997,0,8757600,198.360001
2011-08-12 00:00:00,193.699997,0,7401900,202.300003
2011-08-15 00:00:00,205.089996,0,5620400,202.949997
2011-08-16 00:00:00,194.130005,0,4785900,197.679993
2011-08-17 00:00:00,198.360001,0,5205900,195.929993
2011-08-18 00:00:00,202.300003,0,3991100,182.520004
2011-08-19 00:00:00,202.949997,0,8275200,178.929993
2011-08-22 00:00:00,197.679993,0,7244200,177.539993
2011-08-23 00:00:00,195.929993,0,5313700,193.550003
2011-08-24 00:00:00,182.520004,0,7351600,193.729996
2011-08-25 00:00:00,178.929993,0,6248700,192.029999
2011-08-26 00:00:00,177.539993,0,3760800,199.270004
2011-08-29 00:00:00,193.550003,0,5310700,206.529999
2011-08-30 00:00:00,193.729996,0,4511000,210.919998
2011-08-31 00:00:00,192.029999,0,5915700,215.229996
2011-09-01 00:00:00,199.270004,0,7405000,212.539993
2011-09-02 00:00:00,206.529999,0,5275300,210
2011-09-06 00:00:00,210.919998,0,4232000,216.179993
2011-09-07 00:00:00,215.229996,0,6216200,219.899994
2011-09-08 00:00:00,212.539993,0,5295800,217.259995
2011-09-09 00:00:00,210,0,4397900,211.389999
2011-09-12 00:00:00,216.179993,0,4574300,216.559998
2011-09-13 00:00:00,219.899994,0,5342100,219.529999
2011-09-14 00:00:00,217.259995,0,4835900,222.570007
2011-09-15 00:00:00,211.389999,0,5881700,226.779999
2011-09-16 00:00:00,216.559998,0,5608800,239.300003
2011-09-19 00:00:00,219.529999,0,11753000,241.690002
2011-09-20 00:00:00,222.570007,0,8223300,233.25
2011-09-21 00:00:00,226.779999,0,7385500,231.869995
2011-09-22 00:00:00,239.300003,0,5881500,223.229996
2011-09-23 00:00:00,241.690002,0,8254600,223.610001
2011-09-26 00:00:00,233.25,0,6468100,229.850006
2011-09-27 00:00:00,231.869995,0,5794100,224.210007
2011-09-28 00:00:00,223.229996,0,7837500,229.710007
2011-09-29 00:00:00,223.610001,0,14436900,222.440002
2011-09-30 00:00:00,229.850006,0,9378500,216.229996
2011-10-03 00:00:00,224.210007,0,6550300,211.979996
2011-10-04 00:00:00,229.710007,0,6624400,212.5
2011-10-05 00:00:00,222.440002,0,8711600,219.5
2011-10-06 00:00:00,216.229996,0,6508200,221.509995
2011-10-07 00:00:00,211.979996,0,6849300,224.740005
2011-10-10 00:00:00,212.5,0,6784300,231.320007
2011-10-11 00:00:00,219.5,0,5143100,235.479996
2011-10-12 00:00:00,221.509995,0,5003700,236.809998
2011-10-13 00:00:00,224.740005,0,6510800,236.149994
2011-10-14 00:00:00,231.320007,0,4833500,246.710007
2011-10-17 00:00:00,235.479996,0,5923700,242.330002
2011-10-18 00:00:00,236.809998,0,4779000,243.880005
2011-10-19 00:00:00,236.149994,0,4609700,231.529999
2011-10-20 00:00:00,246.710007,0,6715100,233.610001
2011-10-21 00:00:00,242.330002,0,4524900,234.779999
2011-10-24 00:00:00,243.880005,0,4572500,237.610001
2011-10-25 00:00:00,231.529999,0,4975800,227.149994
2011-10-26 00:00:00,233.610001,0,14012600,198.399994
2011-10-27 00:00:00,234.779999,0,24134200,206.779999
2011-10-28 00:00:00,237.610001,0,10774300,217.320007
2011-10-31 00:00:00,227.149994,0,9880400,213.509995
2011-11-01 00:00:00,198.399994,0,7343300,212.100006
2011-11-02 00:00:00,206.779999,0,8511800,215.619995
2011-11-03 00:00:00,217.320007,0,6122000,218.289993
2011-11-04 00:00:00,213.509995,0,5315000,216.479996
2011-11-07 00:00:00,212.100006,0,4065800,217
2011-11-08 00:00:00,215.619995,0,3860000,217.990005
2011-11-09 00:00:00,218.289993,0,3914500,211.220001
2011-11-10 00:00:00,216.479996,0,4680600,210.789993
2011-11-11 00:00:00,217,0,5044600,217.389999
2011-11-14 00:00:00,217.990005,0,5163100,218.929993
2011-11-15 00:00:00,211.220001,0,6522200,217.830002
2011-11-16 00:00:00,210.789993,0,5739000,211.990005
2011-11-17 00:00:00,217.389999,0,5509400,204.520004
2011-11-18 00:00:00,218.929993,0,7983100,197.139999
2011-11-21 00:00:00,217.830002,0,8437500,189.25
2011-11-22 00:00:00,211.990005,0,11321200,192.339996
2011-11-23 00:00:00,204.520004,0,9915600,188.990005
2011-11-25 00:00:00,197.139999,0,8011300,182.399994
2011-11-28 00:00:00,189.25,0,4972000,194.149994
2011-11-29 00:00:00,192.339996,0,7207300,188.389999
2011-11-30 00:00:00,188.990005,0,6575100,192.289993
2011-12-01 00:00:00,182.399994,0,7717000,197.130005
2011-12-02 00:00:00,194.149994,0,7327700,196.029999
2011-12-05 00:00:00,188.389999,0,7526200,196.240005
2011-12-06 00:00:00,192.289993,0,5922100,191.990005
2011-12-07 00:00:00,197.130005,0,5202000,195.320007
2011-12-08 00:00:00,196.029999,0,6427300,190.479996
2011-12-09 00:00:00,196.240005,0,4361100,193.029999
2011-12-12 00:00:00,191.990005,0,5158800,189.520004
2011-12-13 00:00:00,195.320007,0,4343200,180.509995
2011-12-14 00:00:00,190.479996,0,9297300,180.210007
2011-12-15 00:00:00,193.029999,0,11614200,181.259995
2011-12-16 00:00:00,189.520004,0,7259900,181.259995
2011-12-19 00:00:00,180.509995,0,6664100,179.330002
2011-12-20 00:00:00,180.210007,0,4533600,182.520004
2011-12-21 00:00:00,181.259995,0,4600100,174.350006
2011-12-22 00:00:00,181.259995,0,8066700,179.029999
2011-12-23 00:00:00,179.330002,0,4694900,177.279999
2011-12-27 00:00:00,182.520004,0,3496500,176.270004
2011-12-28 00:00:00,174.350006,0,2950900,173.889999
2011-12-29 00:00:00,179.029999,0,3659500,173.860001
2011-12-30 00:00:00,177.279999,0,8209300,173.100006
2012-01-03 00:00:00,176.270004,0,4279800,179.029999
2012-01-04 00:00:00,173.889999,0,5110800,177.509995
2012-01-05 00:00:00,173.860001,0,4205200,177.610001
2012-01-06 00:00:00,173.100006,0,3809100,182.610001
2012-01-09 00:00:00,179.029999,0,7008400,178.559998
2012-01-10 00:00:00,177.509995,0,5056900,179.339996
2012-01-11 00:00:00,177.610001,0,3985800,178.899994
2012-01-12 00:00:00,182.610001,0,3102700,175.929993
2012-01-13 00:00:00,178.559998,0,5385800,178.419998
2012-01-17 00:00:00,179.339996,0,4753500,181.660004
2012-01-18 00:00:00,178.899994,0,5644500,189.440002
2012-01-19 00:00:00,175.929993,0,7473500,194.449997
2012-01-20 00:00:00,178.419998,0,7096000,190.929993
2012-01-23 00:00:00,181.660004,0,5610300,186.089996
2012-01-24 00:00:00,189.440002,0,4585300,187
2012-01-25 00:00:00,194.449997,0,4673800,187.800003
2012-01-26 00:00:00,190.929993,0,4306400,193.320007
2012-01-27 00:00:00,186.089996,0,5873600,195.369995
2012-01-30 00:00:00,187,0,4659000,192.149994
2012-01-31 00:00:00,187.800003,0,5424100,194.440002
2012-02-01 00:00:00,193.320007,0,12772200,179.460007
2012-02-02 00:00:00,195.369995,0,21336600,181.720001
2012-02-03 00:00:00,192.149994,0,8736300,187.679993
2012-02-06 00:00:00,194.440002,0,8120500,183.139999
2012-02-07 00:00:00,179.460007,0,5310000,184.190002
2012-02-08 00:00:00,181.720001,0,5103900,185.479996
2012-02-09 00:00:00,187.679993,0,5476600,184.979996
2012-02-10 00:00:00,183.139999,0,7189200,185.539993
2012-02-13 00:00:00,184.190002,0,5797100,191.589996
2012-02-14 00:00:00,185.479996,0,6071400,191.300003
2012-02-15 00:00:00,184.979996,0,9527100,184.470001
2012-02-16 00:00:00,185.539993,0,7794400,179.929993
2012-02-17 00:00:00,191.589996,0,12563800,182.5
2012-02-21 00:00:00,191.300003,0,7418100,182.259995
2012-02-22 00:00:00,184.470001,0,6756500,180.580002
2012-02-23 00:00:00,179.929993,0,5785400,178.889999
2012-02-24 00:00:00,182.5,0,5153800,179.130005
2012-02-27 00:00:00,182.259995,0,3668700,178.529999
2012-02-28 00:00:00,180.580002,0,3706200,183.800003
2012-02-29 00:00:00,178.889999,0,5764500,179.690002
2012-03-01 00:00:00,179.130005,0,5300300,180.039993
2012-03-02 00:00:00,178.529999,0,4936000,179.300003
2012-03-05 00:00:00,183.800003,0,3657800,180.259995
2012-03-06 00:00:00,179.690002,0,4682700,181.089996
2012-03-07 00:00:00,180.039993,0,5612200,183.770004
2012-03-08 00:00:00,179.300003,0,4951500,187.639999
2012-03-09 00:00:00,180.259995,0,4221500,184.320007
2012-03-12 00:00:00,181.089996,0,4510600,183.389999
2012-03-13 00:00:00,183.770004,0,2587600,184.589996
2012-03-14 00:00:00,187.639999,0,4405800,182.259995
2012-03-15 00:00:00,184.320007,0,3699700,184.429993
2012-03-16 00:00:00,183.389999,0,4160100,185.050003
2012-03-19 00:00:00,184.589996,0,4934000,185.520004
2012-03-20 00:00:00,182.259995,0,3903400,192.330002
2012-03-21 00:00:00,184.429993,0,9165400,191.729996
2012-03-22 00:00:00,185.050003,0,4214400,192.399994
2012-03-23 00:00:00,185.520004,0,3739600,195.039993
2012-03-26 00:00:00,192.330002,0,5984000,202.869995
2012-03-27 00:00:00,191.729996,0,7613700,205.440002
2012-03-28 00:00:00,192.399994,0,9600800,201.160004
2012-03-29 00:00:00,195.039993,0,6245000,204.610001
2012-03-30 00:00:00,202.869995,0,5711200,202.509995
2012-04-02 00:00:00,205.440002,0,4438100,198.050003
2012-04-03 00:00:00,201.160004,0,6430300,199.660004
2012-04-04 00:00:00,204.610001,0,5000700,193.990005
2012-04-05 00:00:00,202.509995,0,5456900,194.389999
2012-04-09 00:00:00,198.050003,0,3217500,191.869995
2012-04-10 00:00:00,199.660004,0,3135900,186.979996
2012-04-11 00:00:00,193.990005,0,4455000,187.970001
2012-04-12 00:00:00,194.389999,0,4337800,190.690002
2012-04-13 00:00:00,191.869995,0,4027900,188.460007
2012-04-16 00:00:00,186.979996,0,3431800,185.5
2012-04-17 00:00:00,187.970001,0,4044300,188.389999
2012-04-18 00:00:00,190.690002,0,2829200,191.070007
2012-04-19 00:00:00,188.460007,0,4001900,191.100006
2012-04-20 00:00:00,185.5,0,4002400,189.979996
2012-04-23 00:00:00,188.389999,0,3243600,188.240005
2012-04-24 00:00:00,191.070007,0,3481000,190.330002
2012-04-25 00:00:00,191.100006,0,3376300,194.419998
2012-04-26 00:00:00,189.979996,0,3955100,195.990005
2012-04-27 00:00:00,188.240005,0,10234000,226.850006
2012-04-30 00:00:00,190.330002,0,22116900,231.899994
2012-05-01 00:00:00,194.419998,0,9756900,230.039993
2012-05-02 00:00:00,195.990005,0,6754900,230.25
2012-05-03 00:00:00,226.850006,0,4593400,229.449997
2012-05-04 00:00:00,231.899994,0,4055500,223.990005
2012-05-07 00:00:00,230.039993,0,4585200,225.160004
2012-05-08 00:00:00,230.25,0,3314300,223.899994
2012-05-09 00:00:00,229.449997,0,4522400,222.979996
2012-05-10 00:00:00,223.990005,0,3712000,226.690002
2012-05-11 00:00:00,225.160004,0,4648400,227.679993
2012-05-14 00:00:00,223.899994,0,4193600,222.929993
2012-05-15 00:00:00,222.979996,0,3096600,224.389999
2012-05-16 00:00:00,226.690002,0,5713700,224.059998
2012-05-17 00:00:00,227.679993,0,5261800,218.360001
2012-05-18 00:00:00,222.929993,0,4505500,213.850006
2012-05-21 00:00:00,224.389999,0,5231700,218.110001
2012-05-22 00:00:00,224.059998,0,3579800,215.330002
2012-05-23 00:00:00,218.360001,0,3733100,217.279999
2012-05-24 00:00:00,213.850006,0,4243800,215.240005
2012-05-25 00:00:00,218.110001,0,3141100,212.889999
2012-05-29 00:00:00,215.330002,0,2171400,214.75
2012-05-30 00:00:00,217.279999,0,2693900,209.229996
2012-05-31 00:00:00,215.240005,0,4078200,212.910004
2012-06-01 00:00:00,212.889999,0,4944000,208.220001
2012-06-04 00:00:00,214.75,0,3951500,214.570007
2012-06-05 00:00:00,209.229996,0,4299600,213.210007
2012-06-06 00:00:00,212.910004,0,3543900,217.639999
2012-06-07 00:00:00,208.220001,0,2710100,218.800003
2012-06-08 00:00:00,214.570007,0,3503900,218.479996
2012-06-11 00:00:00,213.210007,0,2877000,216.5
2012-06-12 00:00:00,217.639999,0,3749100,216.419998
2012-06-13 00:00:00,218.800003,0,2833300,214.729996
2012-06-14 00:00:00,218.479996,0,2325200,214.449997
2012-06-15 00:00:00,216.5,0,3060900,218.350006
2012-06-18 00:00:00,216.419998,0,3785200,222.660004
2012-06-19 00:00:00,214.729996,0,3369600,224.029999
2012-06-20 00:00:00,214.449997,0,2716600,223.020004
2012-06-21 00:00:00,218.350006,0,2444400,220.570007
2012-06-22 00:00:00,222.660004,0,2843000,222.160004
2012-06-25 00:00:00,224.029999,0,2187500,220.070007
2012-06-26 00:00:00,223.020004,0,2382300,225.610001
2012-06-27 00:00:00,220.570007,0,3754100,225.619995
2012-06-28 00:00:00,222.160004,0,2799200,221.309998
2012-06-29 00:00:00,220.070007,0,2994800,228.350006
2012-07-02 00:00:00,225.610001,0,3614400,229.320007
2012-07-03 00:00:00,225.619995,0,2330700,229.529999
2012-07-05 00:00:00,221.309998,0,1331700,227.059998
2012-07-06 00:00:00,228.350006,0,2682300,225.050003
2012-07-09 00:00:00,229.320007,0,3203200,225.050003
2012-07-10 00:00:00,229.529999,0,1922000,219.5
2012-07-11 00:00:00,227.059998,0,2982100,218.369995
2012-07-12 00:00:00,225.050003,0,2734700,215.360001
2012-07-13 00:00:00,225.050003,0,2616200,218.389999
2012-07-16 00:00:00,219.5,0,2221900,216.009995
2012-07-17 00:00:00,218.369995,0,2004200,216.929993
2012-07-18 00:00:00,215.360001,0,1987000,217.470001
2012-07-19 00:00:00,218.389999,0,2093000,226.169998
2012-07-20 00:00:00,216.009995,0,5449400,228.289993
2012-07-23 00:00:00,216.929993,0,4170000,226.009995
2012-07-24 00:00:00,217.470001,0,5515100,223.039993
2012-07-25 00:00:00,226.169998,0,5008700,217.050003
2012-07-26 00:00:00,228.289993,0,3646700,220.009995
2012-07-27 00:00:00,226.009995,0,6937400,237.320007
2012-07-30 00:00:00,223.039993,0,11313900,236.089996
2012-07-31 00:00:00,217.050003,0,3736400,233.300003
2012-08-01 00:00:00,220.009995,0,3453600,232.089996
2012-08-02 00:00:00,237.320007,0,2543800,230.809998
2012-08-03 00:00:00,236.089996,0,3048100,234.970001
2012-08-06 00:00:00,233.300003,0,2825300,233.990005
2012-08-07 00:00:00,232.089996,0,1843700,236.559998
2012-08-08 00:00:00,230.809998,0,2058300,234.380005
2012-08-09 00:00:00,234.970001,0,1534300,234.059998
2012-08-10 00:00:00,233.990005,0,1548100,232.75
2012-08-13 00:00:00,236.559998,0,1852500,232.440002
2012-08-14 00:00:00,234.380005,0,1997300,233.190002
2012-08-15 00:00:00,234.059998,0,2751000,237.419998
2012-08-16 00:00:00,232.75,0,3264700,241.550003
2012-08-17 00:00:00,232.440002,0,4312100,241.169998
2012-08-20 00:00:00,233.190002,0,3085800,240.350006
2012-08-21 00:00:00,237.419998,0,1889900,239.449997
2012-08-22 00:00:00,241.550003,0,2571500,243.100006
2012-08-23 00:00:00,241.169998,0,2473700,241.199997
2012-08-24 00:00:00,240.350006,0,2453900,245.740005
2012-08-27 00:00:00,239.449997,0,3698800,243.919998
2012-08-28 00:00:00,243.100006,0,2929700,246.110001
2012-08-29 00:00:00,241.199997,0,2742300,247.119995
2012-08-30 00:00:00,245.740005,0,1772600,246.220001
2012-08-31 00:00:00,243.919998,0,3647500,248.270004
2012-09-04 00:00:00,246.110001,0,3347500,247.880005
2012-09-05 00:00:00,247.119995,0,3950800,246.220001
2012-09-06 00:00:00,246.220001,0,2652600,251.380005
2012-09-07 00:00:00,248.270004,0,5361400,259.140015
2012-09-10 00:00:00,247.880005,0,5029500,257.089996
2012-09-11 00:00:00,246.220001,0,2567200,255.669998
2012-09-12 00:00:00,251.380005,0,2524800,255.630005
2012-09-13 00:00:00,259.140015,0,2273200,260.23999
2012-09-14 00:00:00,257.089996,0,3525600,261.269989
2012-09-17 00:00:00,255.669998,0,3666200,258
2012-09-18 00:00:00,255.630005,0,2306300,258.75
2012-09-19 00:00:00,260.23999,0,2215000,261.679993
2012-09-20 00:00:00,261.269989,0,2636800,260.809998
2012-09-21 00:00:00,258,0,2913600,257.470001
2012-09-24 00:00:00,258.75,0,6059300,254.800003
2012-09-25 00:00:00,261.679993,0,2707900,252.460007
2012-09-26 00:00:00,260.809998,0,4405800,249.669998
2012-09-27 00:00:00,257.470001,0,2920500,256.589996
2012-09-28 00:00:00,254.800003,0,3397400,254.320007
2012-10-01 00:00:00,252.460007,0,2456600,252.009995
2012-10-02 00:00:00,249.669998,0,2581200,250.600006
2012-10-03 00:00:00,256.589996,0,2195800,255.919998
2012-10-04 00:00:00,254.320007,0,2745600,260.470001
2012-10-05 00:00:00,252.009995,0,2700400,258.51001
2012-10-08 00:00:00,250.600006,0,2806500,259.059998
2012-10-09 00:00:00,255.919998,0,1762300,250.960007
2012-10-10 00:00:00,260.470001,0,3494800,244.990005
2012-10-11 00:00:00,258.51001,0,3948300,244.220001
2012-10-12 00:00:00,259.059998,0,3447300,242.360001
2012-10-15 00:00:00,250.960007,0,2203200,244.179993
2012-10-16 00:00:00,244.990005,0,2959800,243.940002
2012-10-17 00:00:00,244.220001,0,2204100,247.490005
2012-10-18 00:00:00,242.360001,0,3302700,244.850006
2012-10-19 00:00:00,244.179993,0,5305300,240
2012-10-22 00:00:00,243.940002,0,4395300,233.779999
2012-10-23 00:00:00,247.490005,0,4500000,234.309998
2012-10-24 00:00:00,244.850006,0,4430800,228.490005
2012-10-25 00:00:00,240,0,3678700,222.919998
2012-10-26 00:00:00,233.779999,0,6741300,238.240005
2012-10-31 00:00:00,234.309998,0,11367500,232.889999
2012-11-01 00:00:00,228.490005,0,4797600,232.139999
2012-11-02 00:00:00,222.919998,0,3905100,232.419998
2012-11-05 00:00:00,238.240005,0,3374700,234.330002
2012-11-06 00:00:00,232.889999,0,1846100,237.559998
2012-11-07 00:00:00,232.139999,0,2661300,232.059998
2012-11-08 00:00:00,232.419998,0,3624200,227.350006
2012-11-09 00:00:00,234.330002,0,2982400,226.309998
2012-11-12 00:00:00,237.559998,0,3092500,226.470001
2012-11-13 00:00:00,232.059998,0,2128800,226.600006
2012-11-14 00:00:00,227.350006,0,2629800,222.949997
2012-11-15 00:00:00,226.309998,0,3034100,220.600006
2012-11-16 00:00:00,226.470001,0,3404700,225.229996
2012-11-19 00:00:00,226.600006,0,4352800,229.710007
2012-11-20 00:00:00,222.949997,0,3591200,233.779999
2012-11-21 00:00:00,220.600006,0,2771700,238.029999
2012-11-23 00:00:00,225.229996,0,2959300,239.880005
2012-11-26 00:00:00,229.710007,0,1776800,243.619995
2012-11-27 00:00:00,233.779999,0,4178300,243.399994
2012-11-28 00:00:00,238.029999,0,3048500,247.110001
2012-11-29 00:00:00,239.880005,0,2743400,251.270004
2012-11-30 00:00:00,243.619995,0,5310500,252.050003
2012-12-03 00:00:00,243.399994,0,3797400,250.330002
2012-12-04 00:00:00,247.110001,0,2990600,252.490005
2012-12-05 00:00:00,251.270004,0,3114700,253.960007
2012-12-06 00:00:00,252.050003,0,2852200,253.369995
2012-12-07 00:00:00,250.330002,0,3557900,253.270004
2012-12-10 00:00:00,252.490005,0,2170300,247.770004
2012-12-11 00:00:00,253.960007,0,3503800,250.690002
2012-12-12 00:00:00,253.369995,0,4185200,251.759995
2012-12-13 00:00:00,253.270004,0,2628100,251.25
2012-12-14 00:00:00,247.770004,0,2460200,249.190002
2012-12-17 00:00:00,250.690002,0,2526900,253.860001
2012-12-18 00:00:00,251.759995,0,2277000,260.399994
2012-12-19 00:00:00,251.25,0,4961000,257.98999
2012-12-20 00:00:00,249.190002,0,2300000,261.5
2012-12-21 00:00:00,253.860001,0,2584600,256.920013
2012-12-24 00:00:00,260.399994,0,4704600,258.619995
2012-12-26 00:00:00,257.98999,0,984400,248.630005
2012-12-27 00:00:00,261.5,0,4152700,248.309998
2012-12-28 00:00:00,256.920013,0,3639300,245.179993
2012-12-31 00:00:00,258.619995,0,1858700,250.869995
2013-01-02 00:00:00,248.630005,0,3419000,257.309998
2013-01-03 00:00:00,248.309998,0,3271000,258.480011
2013-01-04 00:00:00,245.179993,0,2750900,259.149994
2013-01-07 00:00:00,250.869995,0,1874200,268.459991
2013-01-08 00:00:00,257.309998,0,4910000,266.380005
2013-01-09 00:00:00,258.480011,0,3010700,266.350006
2013-01-10 00:00:00,259.149994,0,2265600,265.339996
2013-01-11 00:00:00,268.459991,0,2863400,267.940002
2013-01-14 00:00:00,266.380005,0,2413300,272.730011
2013-01-15 00:00:00,266.350006,0,4275000,271.899994
2013-01-16 00:00:00,265.339996,0,2326900,268.929993
2013-01-17 00:00:00,267.940002,0,2065600,270.480011
2013-01-18 00:00:00,272.730011,0,1884600,272.119995
2013-01-22 00:00:00,271.899994,0,2942000,270.190002
2013-01-23 00:00:00,268.929993,0,2137700,268.109985
2013-01-24 00:00:00,270.480011,0,2508900,273.459991
2013-01-25 00:00:00,272.119995,0,3417000,283.98999
2013-01-28 00:00:00,270.190002,0,4968100,276.040009
2013-01-29 00:00:00,268.109985,0,4321400,260.350006
2013-01-30 00:00:00,273.459991,0,10172600,272.76001
2013-01-31 00:00:00,283.98999,0,13075400,265.5
2013-02-01 00:00:00,276.040009,0,6772100,265
2013-02-04 00:00:00,260.350006,0,6115000,259.980011
2013-02-05 00:00:00,272.76001,0,3723600,266.890015
2013-02-06 00:00:00,265.5,0,4012900,262.220001
2013-02-07 00:00:00,265,0,2770400,260.230011
2013-02-08 00:00:00,259.980011,0,3975700,261.950012
2013-02-11 00:00:00,266.890015,0,3879200,257.209991
2013-02-12 00:00:00,262.220001,0,3403700,258.700012
2013-02-13 00:00:00,260.230011,0,2943700,269.470001
2013-02-14 00:00:00,261.950012,0,5293000,269.23999
2013-02-15 00:00:00,257.209991,0,3463000,265.089996
2013-02-19 00:00:00,258.700012,0,3979900,269.75
2013-02-20 00:00:00,269.470001,0,2854200,266.410004
2013-02-21 00:00:00,269.23999,0,3528900,265.940002
2013-02-22 00:00:00,265.089996,0,3637400,265.420013
2013-02-25 00:00:00,269.75,0,3124800,259.869995
2013-02-26 00:00:00,266.410004,0,3032400,259.359985
2013-02-27 00:00:00,265.940002,0,3348600,263.25
2013-02-28 00:00:00,265.420013,0,2908100,264.269989
2013-03-01 00:00:00,259.869995,0,2667200,265.73999
2013-03-04 00:00:00,259.359985,0,2957000,273.109985
2013-03-05 00:00:00,263.25,0,3453000,275.589996
2013-03-06 00:00:00,264.269989,0,3686200,273.790009
2013-03-07 00:00:00,265.73999,0,2050700,273.880005
2013-03-08 00:00:00,273.109985,0,1939000,274.190002
2013-03-11 00:00:00,275.589996,0,1879800,271.23999
2013-03-12 00:00:00,273.790009,0,1904900,274.130005
2013-03-13 00:00:00,273.880005,0,3246200,275.100006
2013-03-14 00:00:00,274.190002,0,1884200,265.73999
2013-03-15 00:00:00,271.23999,0,5226700,261.820007
2013-03-18 00:00:00,274.130005,0,4865900,257.890015
2013-03-19 00:00:00,275.100006,0,2720200,256.410004
2013-03-20 00:00:00,265.73999,0,3738500,257.279999
2013-03-21 00:00:00,261.820007,0,2738900,253.389999
2013-03-22 00:00:00,257.890015,0,2806400,257.75
2013-03-25 00:00:00,256.410004,0,3124600,256.019989
2013-03-26 00:00:00,257.279999,0,2513900,260.309998
2013-03-27 00:00:00,253.389999,0,2421000,265.299988
2013-03-28 00:00:00,257.75,0,2874900,266.48999
2013-04-01 00:00:00,256.019989,0,2473700,261.609985
2013-04-02 00:00:00,260.309998,0,2524800,263.320007
2013-04-03 00:00:00,265.299988,0,2631100,259.029999
